tax_id	GeneID	LocusTag	Ensembl	description	Symbol_from_nomenclature_authority	Full_name_from_nomenclature_authority	Nomenclature_status	Other_designations		Metabolic?
9606	GDPD2	GDE3|OBDPF	ENSG00000130055	glycerophosphodiester phosphodiesterase domain containing 2	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2	O	glycerophosphodiester phosphodiesterase 3|glycerophosphodiester phosphodiesterase domain-containing protein 2|osteoblast differentiation promoting factor	20150705	Y
9606	CRACR2A	EFCAB4B	ENSG00000130038	calcium release activated channel regulator 2A	CRACR2A	calcium release activated channel regulator 2A	O	CRAC channel regulator 2A|CRAC regulator 2A|Ca2+ release-activated Ca2+ (CRAC) channel regulator 2A|EF-hand calcium binding domain 4B|calcium release-activated calcium channel regulator 2A|calcium release-activated channel regulator 2A	20150705	Y
9606	GALNT8	GALNAC-T8	ENSG00000130035	polypeptide N-acetylgalactosaminyltransferase 8	GALNT8	polypeptide N-acetylgalactosaminyltransferase 8	O	GalNAc transferase 8|UDP-GalNAc: polypeptide N-acetylgalactosaminyltransferase 8|UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 8|UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 8 (GalNAc-T8)|polypeptide GalNAc transferase 8|pp-GaNTase 8|protein-UDP acetylgalactosaminyltransferase 8	20150704	Y
9606	HDHD1	DXF68S1E|FAM16AX|GS1|HDHD1A	ENSG00000130021	haloacid dehalogenase-like hydrolase domain containing 1	HDHD1	haloacid dehalogenase-like hydrolase domain containing 1	O	"5'-PsiMPase|family with sequence similarity 16, member A, X-linked|haloacid dehalogenase-like hydrolase domain containing 1A|haloacid dehalogenase-like hydrolase domain-containing protein 1|haloacid dehalogenase-like hydrolase domain-containing protein 1A|pseudouridine-5'-monophosphatase"	20150705	Y
9606	GAMT	CCDS2|HEL-S-20|PIG2|TP53I2	ENSG00000130005	guanidinoacetate N-methyltransferase	GAMT	guanidinoacetate N-methyltransferase	O	epididymis secretory protein Li 20	20150705	Y
9606	ABHD17A	C19orf27|FAM108A1	ENSG00000129968	abhydrolase domain containing 17A	ABHD17A	abhydrolase domain containing 17A	O	"abhydrolase domain-containing protein FAM108A1|family with sequence similarity 108, member A1"	20150705	Y
9606	LPPR3	LPR3|PRG-2|PRG2	ENSG00000129951	lipid phosphate phosphatase-related protein type 3	-	-	-	PAP-2-like protein 2|plasticity-related gene 2 protein	20150705	Y
9606	DOHH	HLRC1|hDOHH	ENSG00000129932	deoxyhypusine hydroxylase/monooxygenase	DOHH	deoxyhypusine hydroxylase/monooxygenase	O	HEAT-like (PBS lyase) repeat containing 1|HEAT-like repeat-containing protein 1|deoxyhypusine dioxygenase|deoxyhypusine monooxygenase	20150705	Y
9606	CDKN1C	BWCR|BWS|KIP2|WBS|p57|p57Kip2	ENSG00000129757	"cyclin-dependent kinase inhibitor 1C (p57, Kip2)"	CDKN1C	"cyclin-dependent kinase inhibitor 1C (p57, Kip2)"	O	cyclin-dependent kinase inhibitor p57	20150705	Y
9606	ART1	ART2|ARTC1|CD296|RT6	ENSG00000129744	ADP-ribosyltransferase 1	ART1	ADP-ribosyltransferase 1	O	ADP-ribosyltransferase 2|ADP-ribosyltransferase C2 and C3 toxin-like 1|mono(ADP-ribosyl)transferase 1	20150704	Y
9606	AANAT	DSPS|SNAT	ENSG00000129673	aralkylamine N-acetyltransferase	AANAT	aralkylamine N-acetyltransferase	O	arylalkylamine N-acetyltransferase|serotonin acetylase	20150705	Y
9606	CDO1	-	ENSG00000129596	cysteine dioxygenase type 1	CDO1	cysteine dioxygenase type 1	O	"CDO|CDO-I|cysteine dioxygenase, type I"	20150705	Y
9606	TEP1	TLP1|TP1|TROVE1|VAULT2|p240	ENSG00000129566	telomerase-associated protein 1	TEP1	telomerase-associated protein 1	O	"TROVE domain family, member 1|p80 telomerase homolog|telomerase protein 1"	20150705	Y
9606	RNASE1	RAC1|RIB1|RNS1	ENSG00000129538	"ribonuclease, RNase A family, 1 (pancreatic)"	RNASE1	"ribonuclease, RNase A family, 1 (pancreatic)"	O	HP-RNase|RIB-1|RNase 1|RNase A|RNase upI-1|ribonuclease 1|ribonuclease A C1	20150705	Y
9606	PARP2	ADPRT2|ADPRTL2|ADPRTL3|ARTD2|PARP-2|pADPRT-2	ENSG00000129484	poly (ADP-ribose) polymerase 2	PARP2	poly (ADP-ribose) polymerase 2	O	"ADP-ribosyltransferase (NAD+; poly(ADP-ribose) polymerase)-like 2|ADP-ribosyltransferase diphtheria toxin-like 2|ADPRT-2|NAD(+) ADP-ribosyltransferase 2|hPARP-2|poly (ADP-ribose) polymerase family, member 2|poly (ADP-ribosyl) transferase-like 2|poly[ADP-ribose] synthase 2|poly[ADP-ribose] synthetase 2"	20150705	Y
9606	DTD2	C14orf126	ENSG00000129480	D-tyrosyl-tRNA deacylase 2 (putative)	DTD2	D-tyrosyl-tRNA deacylase 2 (putative)	O	-	20150705	Y
9606	ADCY4	AC4	ENSG00000129467	adenylate cyclase 4	ADCY4	adenylate cyclase 4	O	ATP pyrophosphate-lyase 4|adenylate cyclase type IV|adenylyl cyclase 4	20150705	Y
9606	KLK8	HNP|NP|NRPN|PRSS19|TADG14	ENSG00000129455	kallikrein-related peptidase 8	KLK8	kallikrein-related peptidase 8	O	ovasin|serine protease 19|serine protease TADG-14|tumor-associated differentially expressed gene 14 protein	20150705	Y
9606	KLK10	NES1|PRSSL1	ENSG00000129451	kallikrein-related peptidase 10	KLK10	kallikrein-related peptidase 10	O	"breast normal epithelial cell associated serine protease|kallikrein 10 protein 1|kallikrein 10 protein 12|kallikrein 10 protein 13|kallikrein 10 protein 2|kallikrein 10 protein 3|kallikrein 10 protein 4|kallikrein 10 protein 5|kallikrein 10 protein 7|kallikrein 10 protein 8|kallikrein 10 protein 9|normal epithelial cell-specific 1|protease serine-like 1|protease, serine-like, 1"	20150705	Y
9606	KLK14	KLK-L6	ENSG00000129437	kallikrein-related peptidase 14	KLK14	kallikrein-related peptidase 14	O	hK14|kallikrein 14|kallikrein-like protein 6	20150704	Y
9606	CDKN2D	INK4D|p19|p19-INK4D	ENSG00000129355	"cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)"	CDKN2D	"cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)"	O	"CDK inhibitor p19INK4d|cell cycle inhibitor, Nur77 associating protein|cyclin-dependent kinase 4 inhibitor D p19|inhibitor of cyclin-dependent kinase 4d"	20150705	Y
9606	PUS7L	-	ENSG00000129317	pseudouridylate synthase 7 homolog (S. cerevisiae)-like	PUS7L	pseudouridylate synthase 7 homolog (S. cerevisiae)-like	O	-	20150705	Y
9606	ATP1B2	AMOG	ENSG00000129244	"ATPase, Na+/K+ transporting, beta 2 polypeptide"	ATP1B2	"ATPase, Na+/K+ transporting, beta 2 polypeptide"	O	"Na, K-ATPase beta-2 polypeptide|adhesion molecule in glia|adhesion molecule on glia|sodium pump subunit beta-2|sodium-potassium ATPase subunit beta 2 (non-catalytic)|sodium/potassium-dependent ATPase beta-2 subunit|sodium/potassium-dependent ATPase subunit beta-2|sodium/potassium-transporting ATPase beta-2 chain"	20150704	Y
9606	PLD2	-	ENSG00000129219	phospholipase D2	PLD2	phospholipase D2	O	PLD1C|choline phosphatase 2|hPLD2|phosphatidylcholine-hydrolyzing phospholipase D2	20150705	Y
9606	USP6	HRP1|TRE17|TRE2|TRESMCR|Tre-2|USP6-short	ENSG00000129204	ubiquitin specific peptidase 6	USP6	ubiquitin specific peptidase 6	O	TBC1D3 and USP32 fusion|deubiquitinating enzyme 6|hyperpolymorphic gene 1|proto-oncogene TRE-2|ubiquitin specific peptidase 6 (Tre-2 oncogene)|ubiquitin specific protease 6 (Tre-2 oncogene)|ubiquitin thioesterase 6|ubiquitin thiolesterase 6|ubiquitin-specific protease USP6|ubiquitin-specific-processing protease 6	20150705	Y
9606	DCTD	-	ENSG00000129187	dCMP deaminase	DCTD	dCMP deaminase	O	-	20150705	Y
9606	BBOX1	BBH|BBOX|G-BBH|gamma-BBH	ENSG00000129151	"butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1"	BBOX1	"butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1"	O	"gamma-butyrobetaine hydroxylase|gamma-butyrobetaine,2-oxoglutarate dioxygenase 1"	20150705	Y
9606	SPCS3	PRO3567|SPC22/23|SPC3|YLR066W	ENSG00000129128	signal peptidase complex subunit 3 homolog (S. cerevisiae)	SPCS3	signal peptidase complex subunit 3 homolog (S. cerevisiae)	O	SPase 22 kDa subunit|SPase 22/23 kDa subunit|microsomal signal peptidase 22/23 kDa subunit|microsomal signal peptidase 23 kDa subunit	20150705	Y
9606	SUMF2	pFGE	ENSG00000129103	sulfatase modifying factor 2	SUMF2	sulfatase modifying factor 2	O	C-alpha-formyglycine-generating enzyme 2|C-alpha-formylglycine-generating enzyme 2|paralog of the formylglycine-generating enzyme	20150705	Y
9606	MBD4	MED1	ENSG00000129071	methyl-CpG binding domain 4 DNA glycosylase	MBD4	methyl-CpG binding domain 4 DNA glycosylase	O	"3,N(4)-ethenocytosine glycosylase|G/5-fluorouracil mismatch glycosylase with biphasic kinetics|G/T mismatch glycosylase|G/U mismatch glycosylase|methyl-CpG binding domain protein 4|methyl-CpG-binding endonuclease 1|methyl-CpG-binding protein MBD4|mismatch-specific DNA N-glycosylase|putative methyl-CpG binding protein"	20150705	Y
9606	ANAPC13	APC13|SWM1	ENSG00000129055	anaphase promoting complex subunit 13	ANAPC13	anaphase promoting complex subunit 13	O	cyclosome subunit 13	20150705	Y
9606	LOXL1	LOL|LOXL	ENSG00000129038	lysyl oxidase-like 1	LOXL1	lysyl oxidase-like 1	O	lysyl oxidase-like protein 1	20150705	Y
9606	CHAC1	-	ENSG00000128965	ChaC glutathione-specific gamma-glutamylcyclotransferase 1	CHAC1	ChaC glutathione-specific gamma-glutamylcyclotransferase 1	O	"ChaC, cation transport regulator homolog 1|ChaC, cation transport regulator-like 1|blocks Notch protein|botch|cation transport regulator-like protein 1|gamma-GCG 1|gamma-GCT acting on glutathione homolog 1"	20150705	Y
9606	DUT	dUTPase	ENSG00000128951	deoxyuridine triphosphatase	DUT	deoxyuridine triphosphatase	O	dUTP diphosphatase|dUTP nucleotidohydrolase|dUTP pyrophosphatase	20150705	Y
9606	IVD	ACAD2	ENSG00000128928	isovaleryl-CoA dehydrogenase	IVD	isovaleryl-CoA dehydrogenase	O	isovaleryl CoA dehydrogenase|isovaleryl Coenzyme A dehydrogenase	20150705	Y
9606	ALDH1A2	RALDH(II)|RALDH2|RALDH2-T	ENSG00000128918	"aldehyde dehydrogenase 1 family, member A2"	ALDH1A2	"aldehyde dehydrogenase 1 family, member A2"	O	RALDH 2|retinaldehyde-specific dehydrogenase type 2	20150705	Y
9606	ELL3	-	ENSG00000128886	elongation factor RNA polymerase II-like 3	ELL3	elongation factor RNA polymerase II-like 3	O	-	20150705	Y
9606	TTBK2	SCA11|TTBK	ENSG00000128881	tau tubulin kinase 2	TTBK2	tau tubulin kinase 2	O	-	20150705	Y
9606	EIF2AK4	GCN2|PVOD2	ENSG00000128829	eukaryotic translation initiation factor 2 alpha kinase 4	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4	O	GCN2 eIF2alpha kinase|GCN2-like protein|general control nonderepressible 2	20150705	Y
9606	ARHGAP22	RhoGAP2|RhoGap22	ENSG00000128805	Rho GTPase activating protein 22	ARHGAP22	Rho GTPase activating protein 22	O	rho-type GTPase-activating protein 22	20150705	Y
9606	HAT1	KAT1	ENSG00000128708	histone acetyltransferase 1	HAT1	histone acetyltransferase 1	O	-	20150705	Y
9606	OSGEPL1	Qri7	ENSG00000128694	O-sialoglycoprotein endopeptidase-like 1	OSGEPL1	O-sialoglycoprotein endopeptidase-like 1	O	N6-L-threonylcarbamoyladenine synthase|O-sialoglycoprotein endopeptidase like 1|O-sialoglycoprotein endopeptidase-like protein 1|probable O-sialoglycoprotein endopeptidase 2|probable tRNA threonylcarbamoyladenosine biosynthesis protein OSGEPL1|putative sialoglycoprotease type 2|t(6)A synthase|t(6)A37 threonylcarbamoyladenosine biosynthesis protein OSGEPL1|tRNA threonylcarbamoyladenosine biosynthesis protein OSGEPL1	20150704	Y
9606	GAD1	CPSQ1|GAD|SCP	ENSG00000128683	"glutamate decarboxylase 1 (brain, 67kDa)"	GAD1	"glutamate decarboxylase 1 (brain, 67kDa)"	O	67 kDa glutamic acid decarboxylase|GAD-67|glutamate decarboxylase 67 kDa isoform	20150705	Y
9606	PDE11A	PPNAD2	ENSG00000128655	phosphodiesterase 11A	PDE11A	phosphodiesterase 11A	O	cAMP and cGMP cyclic nucleotide phosphodiesterase 11A	20150704	Y
9606	NDUFA5	B13|CI-13KD-B|CI-13kB|NUFM|UQOR13	ENSG00000128609	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5"	NDUFA5	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5"	O	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa|NADH-ubiquinone oxidoreductase 13 kDa-B subunit|complex I 13kDa subunit B|complex I subunit B13|type I dehydrogenase|ubiquinone reductase"	20150705	Y
9606	ATP6V1F	ATP6S14|VATF|Vma7	ENSG00000128524	"ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F"	ATP6V1F	"ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F"	O	"ATPase, vacuolar, 14 kD|H(+)-transporting two-sector ATPase, 14kD subunit|V-ATPase 14 kDa subunit|V-ATPase F subunit|V-ATPase subunit F|adenosinetriphosphatase 14k chain|vacuolar ATP synthase subunit F|vacuolar proton pump F subunit|vacuolar proton pump subunit F"	20150705	Y
9606	CPA4	CPA3	ENSG00000128510	carboxypeptidase A4	CPA4	carboxypeptidase A4	O	carboxypeptidase A3	20150705	Y
9606	APOBEC3A	A3A|ARP3|PHRBN|bK150C2.1	ENSG00000128383	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A"	APOBEC3A	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A"	O	phorbolin 1|phorbolin-1|probable DNA dC->dU-editing enzyme APOBEC-3A	20150630	Y
9606	TST	RDS	ENSG00000128311	thiosulfate sulfurtransferase (rhodanese)	TST	thiosulfate sulfurtransferase (rhodanese)	O	-	20150705	Y
9606	MPST	MST|TST2|TUM1	ENSG00000128309	mercaptopyruvate sulfurtransferase	MPST	mercaptopyruvate sulfurtransferase	O	human liver rhodanese|tRNA thiouridin modification protein 1	20150705	Y
9606	TPST2	TANGO13B	ENSG00000128294	tyrosylprotein sulfotransferase 2	TPST2	tyrosylprotein sulfotransferase 2	O	TPST-2|transport and golgi organization 13 homolog B|tyrosylprotein phosphotransferase 2|tyrosylprotein sulfotransferase-2	20150704	Y
9606	A4GALT	A14GALT|A4GALT1|Gb3S|P(k)|P1|P1PK|PK	ENSG00000128274	"alpha 1,4-galactosyltransferase"	A4GALT	"alpha 1,4-galactosyltransferase"	O	"CD77 synthase|GB3 synthase|P blood group (P one antigen)|P(k) antigen synthase|P1/Pk synthase|UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase|alpha-1,4-N-acetylglucosaminyltransferase|alpha4Gal-T1|globotriaosylceramide synthase"	20150705	Y
9606	MGAT3	GNT-III|GNT3	ENSG00000128268	"mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase"	MGAT3	"mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase"	O	GlcNAc-T III|N-acetylglucosaminyltransferase III|N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase III	20150705	Y
9606	YWHAH	YWHA1	ENSG00000128245	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta"	YWHAH	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta"	O	"14-3-3 eta|tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide"	20150705	Y
9606	GAL3ST1	CST	ENSG00000128242	galactose-3-O-sulfotransferase 1	GAL3ST1	galactose-3-O-sulfotransferase 1	O	3'-phosphoadenosine-5'-phosphosulfate:GalCer sulfotransferase|3'-phosphoadenylylsulfate:galactosylceramide 3'-sulfotransferase|GalCer sulfotransferase|cerebroside (3'-phosphoadenylylsulfate:galactosylceramide 3') sulfotransferase|cerebroside sulfotransferase	20150705	Y
9606	ASPHD2	-	ENSG00000128203	aspartate beta-hydroxylase domain containing 2	ASPHD2	aspartate beta-hydroxylase domain containing 2	O	-	20150704	Y
9606	PPAT	ATASE|GPAT|PRAT	ENSG00000128059	phosphoribosyl pyrophosphate amidotransferase	PPAT	phosphoribosyl pyrophosphate amidotransferase	O	glutamine PRPP amidotransferase|glutamine phosphoribosylpyrophosphatate amidotransferase|glutamine phosphoribosylpyrophosphate amidotransferase	20150705	Y
9606	PAICS	ADE2|ADE2H1|AIRC|PAIS	ENSG00000128050	"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase"	PAICS	"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase"	O	AIR carboxylase|SAICAR synthetase|multifunctional protein ADE2H1	20150705	Y
9606	SPINK2	HUSI-II	ENSG00000128040	"serine peptidase inhibitor, Kazal type 2 (acrosin-trypsin inhibitor)"	SPINK2	"serine peptidase inhibitor, Kazal type 2 (acrosin-trypsin inhibitor)"	O	epididymis tissue protein Li 172	20150705	Y
9606	SRD5A3	CDG1P|CDG1Q|KRIZI|SRD5A2L|SRD5A2L1	ENSG00000128039	steroid 5 alpha-reductase 3	SRD5A3	steroid 5 alpha-reductase 3	O	3-oxo-5-alpha-steroid 4-dehydrogenase 3|S5AR 3|SR type 3|probable polyprenol reductase	20150705	Y
9606	PMS2P3	PMS2L3|PMS2L9|PMS5|PMSR3	ENSG00000127957	postmeiotic segregation increased 2 pseudogene 3	PMS2P3	postmeiotic segregation increased 2 pseudogene 3	O	"postmeiotic segregation increased 2-like 3, pseudogene|postmeiotic segregation increased 2-like 9"	20150504	Y
9606	POR	CPR|CYPOR|P450R	ENSG00000127948	P450 (cytochrome) oxidoreductase	POR	P450 (cytochrome) oxidoreductase	O	NADPH-dependent cytochrome P450 reductase	20150705	Y
9606	ECHS1	ECHS1D|SCEH	ENSG00000127884	"enoyl CoA hydratase, short chain, 1, mitochondrial"	ECHS1	"enoyl CoA hydratase, short chain, 1, mitochondrial"	O	"enoyl Coenzyme A hydratase, short chain, 1, mitochondrial"	20150705	Y
9606	METTL16	METT10D	ENSG00000127804	methyltransferase like 16	METTL16	methyltransferase like 16	O	methyltransferase 10 domain containing|methyltransferase 10 domain-containing protein|putative methyltransferase METT10D	20150705	Y
9606	METTL25	C12orf26	ENSG00000127720	methyltransferase like 25	METTL25	methyltransferase like 25	O	-	20150705	Y
9606	KDM4B	JMJD2B|TDRD14B	ENSG00000127663	lysine (K)-specific demethylase 4B	KDM4B	lysine (K)-specific demethylase 4B	O	jmjC domain-containing histone demethylation protein 3B|jumonji domain containing 2B|jumonji domain-containing protein 2B|tudor domain containing 14B	20150705	Y
9606	PKMYT1	MYT1|PPP1R126	ENSG00000127564	"protein kinase, membrane associated tyrosine/threonine 1"	PKMYT1	"protein kinase, membrane associated tyrosine/threonine 1"	O	"myt1 kinase|protein phosphatase 1, regulatory subunit 126"	20150705	Y
9606	UQCR11	0710008D09Rik|QCR10|UQCR	ENSG00000127540	"ubiquinol-cytochrome c reductase, complex III subunit XI"	UQCR11	"ubiquinol-cytochrome c reductase, complex III subunit XI"	O	"complex III subunit 10|complex III subunit XI|ubiquinol cytochrome c reductase, 6.4kDa subunit|ubiquinol-cytochrome c reductase complex 6.4 kDa protein|ubiquinol-cytochrome c reductase, 6.4kDa subunit"	20150705	Y
9606	UBR4	RBAF600|ZUBR1|p600	ENSG00000127481	ubiquitin protein ligase E3 component n-recognin 4	UBR4	ubiquitin protein ligase E3 component n-recognin 4	O	N-recognin-4|retinoblastoma-associated factor 600-like protein|retinoblastoma-associated factor of 600 kDa|zinc finger UBR1-type protein 1	20150705	Y
9606	PIN1	DOD|UBL5	ENSG00000127445	"peptidylprolyl cis/trans isomerase, NIMA-interacting 1"	PIN1	"peptidylprolyl cis/trans isomerase, NIMA-interacting 1"	O	PPIase Pin1|protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1|rotamase Pin1	20150705	Y
9606	IDUA	IDA|MPS1	ENSG00000127415	"iduronidase, alpha-L-"	IDUA	"iduronidase, alpha-L-"	O	-	20150630	Y
9606	HELB	hDHB	ENSG00000127311	helicase (DNA) B	HELB	helicase (DNA) B	O	-	20150705	Y
9606	MASP1	3MC1|CRARF|CRARF1|MAP1|MASP|MASP3|MAp44|PRSS5|RaRF	ENSG00000127241	mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor)	MASP1	mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor)	O	Ra-reactive factor serine protease p100|complement factor MASP-3|complement-activating component of Ra-reactive factor|mannose-binding lectin-associated serine protease 1|mannose-binding protein-associated serine protease|serine protease 5	20150705	Y
9606	ABHD8	-	ENSG00000127220	abhydrolase domain containing 8	ABHD8	abhydrolase domain containing 8	O	-	20150704	Y
9606	IPPK	C9orf12|INSP5K2|IP5K|IPK1|bA476B13.1	ENSG00000127080	"inositol 1,3,4,5,6-pentakisphosphate 2-kinase"	IPPK	"inositol 1,3,4,5,6-pentakisphosphate 2-kinase"	O	"IPK1 homolog|bA476B13.1 (novel protein)|ins(1,3,4,5,6)P5 2-kinase|insP5 2-kinase"	20150705	Y
9606	TIMM8A	DDP|DDP1|DFN1|MTS|TIM8	ENSG00000126953	translocase of inner mitochondrial membrane 8 homolog A (yeast)	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)	O	X-linked deafness dystonia protein|deafness dystonia protein 1|deafness/dystonia peptide	20150705	Y
9606	MAP2K2	CFC4|MAPKK2|MEK2|MKK2|PRKMK2	ENSG00000126934	mitogen-activated protein kinase kinase 2	MAP2K2	mitogen-activated protein kinase kinase 2	O	"ERK activator kinase 2|MAP kinase kinase 2|MAPK/ERK kinase 2|mitogen-activated protein kinase kinase 2, p45"	20150705	Y
9606	SGPP1	SPPase1	ENSG00000126821	sphingosine-1-phosphate phosphatase 1	SGPP1	sphingosine-1-phosphate phosphatase 1	O	hSPP1|hSPPase1|sphingosine-1-phosphatase 1|spp1	20150705	Y
9606	TRMT5	KIAA1393|TRM5	ENSG00000126814	tRNA methyltransferase 5	TRMT5	tRNA methyltransferase 5	O	M1G-methyltransferase|TRM5 tRNA methyltransferase 5 homolog|tRNA (guanine-N(1)-)-methyltransferase|tRNA [GM37] methyltransferase|tRNA-N1G37 methyltransferase	20150704	Y
9606	L3HYPDH	C14orf149	ENSG00000126790	L-3-hydroxyproline dehydratase (trans-)	L3HYPDH	L-3-hydroxyproline dehydratase (trans-)	O	probable proline racemase|trans-3-hydroxy-l-proline dehydratase|trans-3-hydroxyl-L-proline dehydratase|trans-L-3-hydroxyproline dehydratase	20150705	Y
9606	TIMM17B	DXS9822|JM3|TIM17B	ENSG00000126768	translocase of inner mitochondrial membrane 17 homolog B (yeast)	TIMM17B	translocase of inner mitochondrial membrane 17 homolog B (yeast)	O	inner mitochondrial membrane preprotein translocase	20150705	Y
9606	PRKCG	PKC-gamma|PKCC|PKCG|SCA14	ENSG00000126583	"protein kinase C, gamma"	PRKCG	"protein kinase C, gamma"	O	-	20150705	Y
9606	WNK4	PHA2B|PRKWNK4	ENSG00000126562	WNK lysine deficient protein kinase 4	WNK4	WNK lysine deficient protein kinase 4	O	protein kinase lysine-deficient 4|protein kinase with no lysine 4	20150705	Y
9606	CSN1S1	CASA|CSN1	ENSG00000126545	casein alpha s1	CSN1S1	casein alpha s1	O	"casein, alpha"	20150705	Y
9606	ASL	ASAL	ENSG00000126522	argininosuccinate lyase	ASL	argininosuccinate lyase	O	argininosuccinase|arginosuccinase	20150705	Y
9606	TSKS	PPP1R161|STK22S1|TSKS1|TSSKS	ENSG00000126467	testis-specific serine kinase substrate	TSKS	testis-specific serine kinase substrate	O	"STK22 substrate 1|protein phosphatase 1, regulatory subunit 161|testis specific serine/threonine kinase substrate|testis-specific kinase substrate"	20150705	Y
9606	PRMT1	ANM1|HCP1|HRMT1L2|IR1B4	ENSG00000126457	protein arginine methyltransferase 1	PRMT1	protein arginine methyltransferase 1	O	"HMT1 (hnRNP methyltransferase, S. cerevisiae)-like 2|heterogeneous nuclear ribonucleoprotein methyltransferase 1-like 2|histone-arginine N-methyltransferase PRMT1|interferon receptor 1-bound protein 4"	20150705	Y
9606	COX6B1	COX6B|COXG|COXVIb1	ENSG00000126267	cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous)	COX6B1	cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous)	O	COX VIb-1	20150705	Y
9606	UBA2	ARX|HRIHFB2115|SAE2	ENSG00000126261	ubiquitin-like modifier activating enzyme 2	UBA2	ubiquitin-like modifier activating enzyme 2	O	"SUMO-1 activating enzyme subunit 2|SUMO1 activating enzyme subunit 2|UBA2, ubiquitin-activating enzyme E1 homolog|anthracycline-associated resistance ARX|ubiquitin-like 1-activating enzyme E1B|ubiquitin-like modifier-activating enzyme 2"	20150705	Y
9606	ST3GAL3	EIEE15|MRT12|SIAT6|ST3GALII|ST3GalIII|ST3N	ENSG00000126091	"ST3 beta-galactoside alpha-2,3-sialyltransferase 3"	ST3GAL3	"ST3 beta-galactoside alpha-2,3-sialyltransferase 3"	O	"Gal beta-1,3(4)GlcNAc alpha-2,3 sialyltransferase|ST3Gal III|alpha 2,3-ST 3|alpha 2,3-sialyltransferase III|alpha-2,3-sialyltransferase II|mental retardation, non-syndromic, autosomal recessive, 12|sialyltransferase 6 (N-acetyllacosaminide alpha 2,3-sialyltransferase)"	20150705	Y
9606	UROD	PCT|UPD	ENSG00000126088	uroporphyrinogen decarboxylase	UROD	uroporphyrinogen decarboxylase	O	uroporphyrinogen III decarboxylase	20150705	Y
9606	KDM5C	DXS1272E|JARID1C|MRX13|MRXJ|MRXSCJ|MRXSJ|SMCX|XE169	ENSG00000126012	lysine (K)-specific demethylase 5C	KDM5C	lysine (K)-specific demethylase 5C	O	"JmjC domain-containing protein SMCX|Jumonji, AT rich interactive domain 1C (RBP2-like)|Jumonji/ARID domain-containing protein 1C|Smcx homolog, X chromosome|Smcy homolog, X-linked|histone demethylase JARID1C"	20150705	Y
9606	MMP24	MMP-24|MMP25|MT-MMP 5|MT-MMP5|MT5-MMP|MT5MMP|MTMMP5	ENSG00000125966	matrix metallopeptidase 24 (membrane-inserted)	MMP24	matrix metallopeptidase 24 (membrane-inserted)	O	matrix metalloproteinase 24 (membrane-inserted)|membrane-type 5 matrix metalloproteinase|membrane-type matrix metalloproteinase 5|membrane-type-5 matrix metalloproteinase	20150704	Y
9606	FNTB	FPTB	ENSG00000125954	"farnesyltransferase, CAAX box, beta"	FNTB	"farnesyltransferase, CAAX box, beta"	O	CAAX farnesyltransferase subunit beta|FTase-beta|ras proteins prenyltransferase subunit beta	20150705	Y
